N,P,K,ph,temperature,humidity,rainfall
54.0,65.0,47.0,6.721836,27.92766,91.55594,149.91075
57.0,57.0,51.0,6.992234,39.017933,91.48816,105.884155
39.0,52.0,53.0,6.7042046,32.512474,94.65904,51.07048
58.0,67.0,45.0,6.7024245,38.723827,91.72515,62.62377
61.0,64.0,52.0,6.6410985,43.302048,92.83405,110.562225
34.0,62.0,55.0,6.585346,27.58549,90.725266,238.50089
31.0,48.0,45.0,6.5631347,40.78882,92.909515,132.79236
47.0,46.0,52.0,6.5022893,23.194511,91.403015,206.39992
32.0,68.0,52.0,6.800321,32.680676,92.61716,248.8593
36.0,59.0,46.0,6.7211304,34.28879,93.61083,127.25098
61.0,51.0,51.0,6.5746775,39.3005,94.161934,120.95125
70.0,54.0,46.0,6.9193425,39.73149,91.12221,122.76286
44.0,56.0,49.0,6.5197797,39.233425,91.25589,64.44785
34.0,68.0,51.0,6.687088,27.34735,94.17757,40.351532
50.0,59.0,47.0,6.747976,40.769985,92.09279,209.86784
39.0,70.0,52.0,6.651491,26.265594,90.796684,59.493732
34.0,61.0,49.0,6.502675,28.129715,93.321075,117.82019
44.0,60.0,55.0,6.8253713,34.28046,90.55562,98.540474
31.0,62.0,52.0,6.991041,33.796017,93.007545,182.02681
65.0,62.0,51.0,6.511625,31.532438,90.87395,207.07352
44.0,57.0,53.0,6.931721,42.30496,90.51432,74.876785
50.0,47.0,48.0,6.7127724,24.636768,90.619644,218.22992
43.0,50.0,48.0,6.630165,28.282228,91.3706,179.27208
60.0,46.0,53.0,6.7619534,24.486208,92.982544,183.49095
70.0,68.0,55.0,6.691202,42.846092,94.63548,78.80997
59.0,62.0,52.0,6.608668,43.67549,93.10887,103.82356
60.0,58.0,51.0,6.840802,42.072136,92.92203,165.7413
42.0,60.0,47.0,6.8348083,33.46874,92.127464,136.8277
35.0,66.0,47.0,6.953439,31.701838,91.66232,48.838104
34.0,65.0,48.0,6.6650243,41.419685,90.03863,199.30965
36.0,54.0,46.0,6.6628757,42.54744,94.944824,214.41039
39.0,64.0,52.0,6.6786957,28.918425,94.636765,63.687946
37.0,52.0,47.0,6.542777,43.080227,93.90306,211.8529
33.0,47.0,46.0,6.8394437,29.203009,93.96834,209.40833
34.0,48.0,48.0,6.805277,41.042244,91.37258,181.5276
49.0,54.0,50.0,6.762522,25.624466,93.1824,97.26337
40.0,65.0,49.0,6.678449,35.328766,91.061386,163.90694
68.0,52.0,49.0,6.5771923,24.425613,92.27749,63.35299
50.0,46.0,52.0,6.7340055,31.182983,90.21647,54.018723
65.0,63.0,50.0,6.5244594,31.883425,91.32565,79.27202
40.0,49.0,47.0,6.501521,42.933685,91.175674,246.36133
42.0,53.0,48.0,6.7584796,23.114077,94.31995,231.51532
49.0,55.0,51.0,6.676579,24.87212,93.9056,135.16945
59.0,62.0,49.0,6.941497,43.360516,93.35191,114.77807
63.0,58.0,47.0,6.864144,26.83054,90.7538,144.66565
70.0,65.0,52.0,6.5835285,30.420122,93.126595,75.95295
63.0,50.0,52.0,6.7517476,28.645555,93.226425,115.81639
40.0,64.0,47.0,6.8935094,32.500374,93.47889,71.737595
63.0,58.0,50.0,6.7207446,43.037144,94.64289,41.58566
45.0,58.0,49.0,6.8278127,30.107735,90.34547,75.24522
66.0,69.0,47.0,6.9122996,23.692122,93.61056,87.53394
54.0,67.0,52.0,6.5861073,35.676674,93.30642,141.33812
69.0,67.0,52.0,6.827306,27.71949,94.438774,82.83061
67.0,68.0,49.0,6.8217745,35.26825,92.38283,149.84882
45.0,57.0,47.0,6.656459,23.168558,90.78821,161.68921
56.0,50.0,52.0,6.770385,33.08706,92.251976,88.13007
70.0,50.0,53.0,6.9338098,37.46209,90.44968,172.34584
44.0,47.0,45.0,6.579441,38.73219,94.73614,218.14215
50.0,60.0,47.0,6.9279175,32.577206,92.74889,93.79428
52.0,51.0,53.0,6.985804,38.382317,93.10378,210.27353
35.0,68.0,45.0,6.6124296,42.936054,90.09448,234.84662
68.0,69.0,52.0,6.8133836,25.654922,92.74502,52.95478
32.0,55.0,52.0,6.9677596,37.588997,91.997406,159.65775
32.0,55.0,51.0,6.5739803,29.607187,93.156425,62.687107
48.0,62.0,47.0,6.803095,25.34756,93.02871,174.40123
39.0,69.0,53.0,6.9649553,25.930038,93.023575,241.8202
49.0,61.0,45.0,6.764213,32.76796,94.57378,240.4796
48.0,57.0,54.0,6.617703,29.023281,90.203964,126.806984
69.0,66.0,49.0,6.52711,40.00439,90.17016,92.118774
53.0,55.0,55.0,6.7096686,33.32316,91.25271,234.49663
38.0,61.0,52.0,6.62073,31.227901,94.940216,46.44279
57.0,64.0,55.0,6.5837603,26.683865,92.95854,62.506897
51.0,57.0,55.0,6.6764073,24.705284,90.14732,108.41032
56.0,65.0,45.0,6.751299,38.201683,93.9738,218.09088
54.0,66.0,52.0,6.867554,36.567696,93.79504,104.42186
58.0,55.0,47.0,6.74249,26.053759,93.69112,240.68639
68.0,70.0,54.0,6.9862285,31.299864,92.76039,54.7783
42.0,59.0,55.0,6.979102,40.102077,94.351105,149.12
43.0,64.0,47.0,6.825665,38.589546,91.580765,102.27082
35.0,67.0,49.0,6.617067,41.3133,91.15088,239.74275
56.0,59.0,55.0,6.5518928,37.03552,91.794304,188.51814
39.0,64.0,53.0,6.5988603,23.012402,91.073555,208.3358
18.0,30.0,29.0,6.4200187,26.762749,92.860565,224.59036
37.0,23.0,28.0,5.7400546,25.612944,94.31388,224.32068
13.0,28.0,33.0,5.686973,28.130116,95.64808,151.07619
2.0,21.0,35.0,6.2936625,25.028872,91.53721,179.82489
10.0,18.0,35.0,6.3819757,27.797977,99.64573,181.69423
7.0,11.0,32.0,5.542169,29.25903,95.112946,184.76245
39.0,5.0,31.0,5.5519633,27.101347,93.6998,150.95026
34.0,6.0,27.0,5.8607407,25.847263,90.9267,147.8889
31.0,30.0,29.0,5.558807,26.585804,90.986176,178.81161
25.0,7.0,35.0,5.5577116,28.385038,99.18844,189.67113
16.0,18.0,26.0,5.568366,28.43647,91.81321,145.54144
26.0,10.0,33.0,6.070718,28.272982,96.93649,198.82349
27.0,8.0,32.0,5.6278605,27.006485,96.46169,144.33313
37.0,18.0,30.0,6.3848844,27.635513,99.34855,157.91716
19.0,15.0,34.0,5.6858892,26.29645,99.65809,215.91951
0.0,19.0,33.0,6.2344584,27.1326,95.23798,204.72066
31.0,20.0,26.0,6.4431686,25.565678,97.61362,199.79364
9.0,17.0,32.0,5.842318,25.949516,93.40549,172.05405
22.0,11.0,29.0,5.955743,28.033806,95.016304,218.00557
31.0,6.0,26.0,5.7413673,29.128592,91.30925,157.23886
34.0,6.0,30.0,5.948343,27.082825,97.00156,171.75755
24.0,6.0,32.0,6.387068,28.113214,90.01734,172.48137
1.0,8.0,26.0,5.562912,27.51363,94.18956,156.67325
31.0,13.0,33.0,5.859719,27.63835,95.48763,205.54631
10.0,9.0,28.0,6.282955,29.01257,94.01015,150.05003
36.0,27.0,26.0,6.2544956,26.584139,95.78923,171.62624
38.0,24.0,33.0,5.973853,28.289051,97.00397,142.94032
11.0,6.0,25.0,6.0815682,28.691648,96.65249,178.96355
16.0,14.0,30.0,6.3746676,29.709312,96.30484,209.8454
33.0,14.0,35.0,6.027707,27.148653,96.66355,149.24335
16.0,6.0,29.0,5.868285,29.28725,91.95615,132.14912
32.0,11.0,31.0,6.2059317,25.06872,93.3141,134.8419
38.0,14.0,30.0,5.5707455,26.924496,91.20106,194.9022
8.0,6.0,33.0,6.095261,28.278044,93.64761,171.9458
23.0,6.0,33.0,6.0257897,29.180326,92.730415,204.96037
29.0,25.0,35.0,5.542874,28.357508,91.645096,160.7307
24.0,14.0,33.0,6.3662195,29.380726,93.27566,218.52419
32.0,12.0,30.0,5.579845,25.39241,98.089516,218.08038
30.0,25.0,31.0,5.804965,26.312706,98.62048,208.11813
14.0,21.0,35.0,6.1210055,29.525013,91.91185,194.31003
27.0,22.0,29.0,6.0002484,28.83215,92.17171,145.41724
40.0,5.0,29.0,5.8209786,28.48445,97.768654,160.38942
17.0,11.0,32.0,5.6207337,28.740133,93.39677,156.76508
30.0,30.0,35.0,6.0019364,25.008724,95.59224,165.80922
28.0,10.0,30.0,6.3057404,29.869083,91.14723,192.76785
39.0,7.0,29.0,6.362544,27.542732,94.59086,150.20122
32.0,20.0,35.0,5.5886555,26.521664,98.38228,144.62617
7.0,15.0,32.0,6.182233,25.035124,95.8974,174.79659
29.0,17.0,29.0,5.959493,29.203949,95.669975,211.25063
34.0,15.0,34.0,5.677283,27.058264,91.1051,224.7007
14.0,23.0,25.0,5.612123,26.185524,96.96638,135.41862
18.0,19.0,29.0,6.2060776,27.59377,92.4852,162.84328
7.0,21.0,35.0,5.764812,25.760117,94.6583,131.24515
24.0,27.0,34.0,6.2033763,28.87863,95.113205,145.05832
39.0,29.0,29.0,6.143663,26.509087,94.484146,199.87784
29.0,8.0,28.0,6.1004295,26.870377,91.725464,214.41289
10.0,24.0,27.0,5.70841,27.572836,94.904854,145.9299
0.0,29.0,32.0,5.868256,28.059124,98.367096,171.65164
32.0,11.0,31.0,6.461226,29.516115,92.564926,131.21162
37.0,10.0,32.0,6.165085,28.963182,95.16334,222.80301
20.0,29.0,27.0,6.0470443,25.098976,92.36099,157.75926
31.0,29.0,35.0,6.1371026,27.187227,92.199066,141.32205
17.0,30.0,27.0,5.894027,29.030651,90.79094,205.57204
1.0,12.0,30.0,5.562224,27.754297,95.94644,131.09001
6.0,13.0,29.0,5.832608,27.311558,99.96906,201.82587
15.0,28.0,32.0,6.2185717,28.84271,99.64329,224.40167
27.0,24.0,29.0,6.1420107,26.614235,96.97301,191.00668
3.0,23.0,30.0,6.0788074,29.701431,95.65755,215.19681
8.0,26.0,26.0,5.7024846,25.547598,91.641945,212.86763
20.0,28.0,26.0,5.547595,26.379784,91.49883,167.0471
26.0,18.0,27.0,5.8360753,27.459078,92.907364,142.143
1.0,6.0,35.0,6.2316628,27.022692,95.71935,147.16824
27.0,30.0,31.0,5.7181206,28.985453,90.73967,148.83984
23.0,7.0,34.0,5.8520384,26.105513,91.524216,134.12796
0.0,26.0,31.0,5.547933,25.070724,95.02157,192.90363
38.0,6.0,25.0,6.156259,25.549633,96.927864,191.29962
25.0,12.0,26.0,6.4363146,28.569735,95.67907,134.83704
40.0,5.0,32.0,5.9811697,26.070108,96.70362,143.53348
0.0,19.0,31.0,6.2719526,25.517914,94.38421,178.72977
26.0,9.0,32.0,6.4704657,25.949036,94.7386,144.1571
35.0,30.0,34.0,6.141502,28.297476,95.41123,182.44824
19.0,30.0,30.0,5.826381,29.565493,91.408966,224.83157
31.0,13.0,33.0,6.3424635,29.699524,95.21224,148.30037
17.0,29.0,26.0,6.0718975,26.14162,93.28415,195.4115
2.0,30.0,30.0,6.331052,26.00175,94.79999,209.5401
30.0,13.0,25.0,6.4131846,27.151161,91.48889,164.91823
8.0,15.0,33.0,5.50158,28.973186,98.09861,213.90111
18.0,12.0,35.0,6.338721,26.139584,96.38581,131.33879
8.0,28.0,30.0,6.015672,25.516186,94.334656,135.12724
40.0,22.0,29.0,5.7353644,27.558218,99.98187,174.62564
27.0,10.0,33.0,6.465906,27.811329,97.48411,154.06212
21.0,20.0,31.0,5.855458,25.600336,99.72401,165.82487
3.0,9.0,35.0,6.318553,26.91642,99.84672,225.63237
22.0,16.0,27.0,6.006785,29.17979,90.27214,188.9252
27.0,8.0,30.0,6.008386,26.446001,98.29938,221.22581
22.0,8.0,33.0,5.6657853,28.435728,95.88404,203.92838
28.0,27.0,32.0,5.7646155,28.940996,93.00109,191.77231
23.0,21.0,26.0,5.9014955,26.454887,93.450424,149.22203
37.0,5.0,34.0,5.7790327,25.794905,93.84151,152.42387
19.0,26.0,29.0,5.6715493,26.93142,98.80314,166.57129
133.0,47.0,24.0,7.2313247,24.402288,79.19732,90.80224
136.0,36.0,20.0,6.925412,23.095957,84.862755,71.295815
104.0,47.0,18.0,7.6334376,23.965635,76.97697,90.756165
133.0,47.0,23.0,6.8273544,24.88738,75.62137,89.760506
126.0,38.0,23.0,6.1767163,25.362438,83.63276,88.43619
126.0,50.0,19.0,6.6287227,24.69457,81.735886,78.584946
113.0,41.0,20.0,7.2568774,25.001719,80.53966,96.32601
121.0,45.0,22.0,6.443785,22.459429,81.30681,64.23026
121.0,47.0,16.0,7.7232404,23.60564,79.29573,72.49801
129.0,60.0,22.0,5.9474487,24.584532,79.12404,71.94608
107.0,45.0,25.0,7.2277455,23.086594,83.55546,71.840805
122.0,59.0,18.0,6.219469,23.5001,83.63489,79.81328
140.0,38.0,15.0,6.0214396,24.147295,75.88299,69.915634
102.0,49.0,21.0,6.2533436,24.693155,84.84422,89.79946
111.0,40.0,25.0,6.1874557,24.484692,84.44932,90.94343
131.0,35.0,18.0,7.0576935,24.491127,82.244156,64.029495
135.0,43.0,16.0,6.72045,23.479868,81.73049,86.76288
100.0,46.0,18.0,6.4316897,24.185862,76.04204,69.08057
123.0,39.0,24.0,7.4531064,25.007551,78.17952,86.06412
117.0,56.0,15.0,7.368258,25.992374,77.05435,89.11882
121.0,36.0,24.0,7.3524017,23.664574,81.69105,99.36898
101.0,58.0,18.0,6.6521435,25.668915,81.381035,78.595955
107.0,42.0,24.0,6.144632,22.04613,84.62978,86.00758
100.0,41.0,22.0,7.3188024,22.420475,84.557945,93.46596
125.0,39.0,21.0,7.9546294,25.031496,82.21277,95.019135
105.0,60.0,23.0,6.207652,23.533714,77.21706,87.54005
102.0,46.0,19.0,6.6310053,22.770763,82.59933,81.49544
131.0,49.0,22.0,7.3069186,25.498482,79.97516,67.059616
139.0,35.0,15.0,5.898293,25.248678,83.46301,86.555176
108.0,36.0,19.0,7.238567,22.782495,77.51235,64.61444
118.0,45.0,23.0,7.977651,23.370443,77.43199,71.6787
107.0,51.0,22.0,5.983076,24.865608,78.22081,79.568665
125.0,60.0,17.0,6.785724,24.143862,84.515915,80.36147
113.0,37.0,20.0,7.393441,25.033003,79.043686,97.10087
131.0,52.0,16.0,6.4860682,23.65724,84.47601,88.54479
115.0,48.0,16.0,7.175935,25.543596,84.0923,88.94245
113.0,38.0,25.0,7.388266,22.00085,79.47271,90.42224
111.0,41.0,18.0,6.105398,23.643284,78.12587,80.96157
111.0,53.0,19.0,6.4195366,23.96436,78.02763,84.631485
122.0,48.0,16.0,6.3075857,24.654257,75.63507,61.8298
108.0,46.0,17.0,6.9322147,24.3018,84.876686,65.02479
132.0,41.0,22.0,7.810866,24.291449,81.024536,90.41695
103.0,42.0,17.0,6.5275416,24.294703,84.61527,81.05902
133.0,50.0,25.0,7.5694547,25.7218,81.19666,99.93101
127.0,37.0,18.0,7.0410657,24.876637,76.30051,91.92235
110.0,39.0,25.0,7.2087955,22.606121,77.34264,75.13617
131.0,38.0,19.0,6.814342,23.86814,75.683395,90.45472
108.0,38.0,24.0,7.442217,23.410225,76.43837,78.822
122.0,40.0,17.0,6.854559,24.964407,81.31677,80.039955
111.0,50.0,15.0,7.8845506,25.168201,80.30352,84.62419
140.0,40.0,17.0,6.006086,22.727673,77.07598,77.551765
100.0,40.0,20.0,7.4320436,22.45146,76.25675,86.84998
123.0,50.0,16.0,6.498052,23.049204,75.53835,70.65644
107.0,36.0,21.0,6.2052636,25.292501,75.666534,62.641743
118.0,50.0,19.0,6.360812,22.956041,82.33733,66.48339
103.0,51.0,20.0,7.0466075,22.802132,84.14668,91.638954
133.0,57.0,19.0,7.9470115,23.542347,75.98203,84.12537
129.0,47.0,20.0,6.2819138,24.412123,80.80344,98.604576
116.0,52.0,19.0,6.114526,22.942766,75.371704,67.08022
114.0,40.0,23.0,6.7539783,25.53676,81.13669,95.42626
131.0,60.0,17.0,7.425041,25.320238,81.79476,83.465324
107.0,43.0,18.0,6.7451043,22.426733,81.534805,65.54476
123.0,44.0,21.0,7.6411166,25.785444,75.005394,91.39579
112.0,49.0,25.0,6.4701357,25.689596,77.90621,66.19427
119.0,44.0,15.0,7.0919924,22.145937,82.85976,60.653816
130.0,59.0,19.0,6.520404,25.072786,82.50258,93.51043
127.0,53.0,24.0,6.1279397,22.21507,76.17852,70.40558
134.0,52.0,18.0,7.9946795,23.964314,76.59176,76.130905
109.0,36.0,18.0,7.524708,25.400593,76.53238,62.513885
100.0,48.0,17.0,7.827878,23.780512,83.03879,66.26556
132.0,52.0,19.0,6.4366918,24.164022,76.74339,61.946262
102.0,37.0,25.0,5.907931,25.314684,77.91757,72.82902
111.0,39.0,22.0,6.135025,22.603615,80.35091,88.57395
117.0,51.0,15.0,6.0445566,22.953571,78.71556,99.753365
136.0,36.0,24.0,7.59782,22.74447,80.41199,90.073265
134.0,56.0,18.0,6.691268,23.808346,83.91903,70.97358
112.0,54.0,15.0,6.1754923,25.462288,81.56642,76.885826
105.0,56.0,15.0,7.272316,25.967796,81.97904,74.14169
140.0,45.0,15.0,5.8010473,25.530827,80.04663,99.39557
126.0,46.0,25.0,6.7574577,24.438475,81.69802,60.79646
106.0,49.0,24.0,6.9833956,23.03888,76.4704,90.647705
121.0,53.0,19.0,7.9768896,23.513086,76.72621,80.112724
108.0,60.0,17.0,6.5589027,22.758057,76.75768,97.76601
116.0,56.0,17.0,7.97909,24.712526,77.72931,85.24963
100.0,52.0,19.0,7.9035287,23.45969,82.44778,93.50153
129.0,43.0,16.0,6.7321095,25.550371,77.850555,78.584885
118.0,44.0,23.0,6.6916904,22.084583,82.82904,67.0646
117.0,43.0,25.0,7.8398495,24.688547,78.51207,69.31154
126.0,37.0,21.0,6.6144857,25.849972,84.16855,77.03421
120.0,48.0,16.0,7.4569716,22.460545,75.40989,71.85436
102.0,45.0,16.0,7.2942195,23.6563,77.52426,74.8985
131.0,56.0,20.0,7.762648,22.008171,81.83896,92.23645
114.0,40.0,17.0,6.363406,24.326305,80.13457,69.45072
101.0,37.0,18.0,7.637378,22.92361,82.687386,92.91915
106.0,46.0,20.0,6.200672,23.438217,78.63389,81.15072
113.0,38.0,20.0,6.36473,22.10719,78.5832,74.94137
102.0,53.0,21.0,6.9136786,23.03814,76.110214,91.49697
110.0,39.0,18.0,7.7662597,24.547953,75.39753,63.8808
107.0,58.0,15.0,7.556064,23.73868,75.77504,76.63669
120.0,60.0,15.0,7.2883773,22.31872,83.8613,65.35747
89.0,47.0,38.0,6.002525,25.524689,72.248505,151.887
60.0,37.0,39.0,6.0334854,26.59105,82.94164,161.247
63.0,41.0,45.0,7.1219335,25.297817,86.887054,196.62495
86.0,40.0,39.0,6.2074594,25.721008,88.16514,175.60867
96.0,41.0,40.0,6.0900607,23.584192,72.00461,190.42421
100.0,35.0,36.0,6.346715,25.310423,72.01364,190.55775
63.0,37.0,43.0,6.6619577,23.41799,85.0864,185.74467
70.0,43.0,40.0,6.1768603,24.35564,88.80391,169.1168
67.0,55.0,44.0,7.2518473,26.284018,75.1464,182.26854
74.0,40.0,40.0,6.38626,25.138428,83.12054,169.33885
89.0,53.0,44.0,7.3197355,24.886929,71.917114,150.24986
74.0,46.0,45.0,6.025029,25.757349,88.366684,189.42635
89.0,41.0,38.0,6.344752,23.128443,74.68323,199.83629
60.0,55.0,40.0,7.0277796,24.994995,88.956924,151.49356
67.0,43.0,38.0,7.2993045,25.216227,70.8826,195.86455
70.0,38.0,35.0,7.014064,24.397362,79.268616,164.2697
74.0,49.0,38.0,7.488014,23.314104,71.450905,164.49704
90.0,40.0,39.0,6.626504,25.726688,81.86172,191.96494
82.0,35.0,44.0,6.239011,26.966564,78.21048,169.83911
73.0,45.0,37.0,6.742688,23.704672,74.63745,181.2784
85.0,53.0,38.0,6.5880175,24.900757,73.841866,153.8991
81.0,56.0,36.0,7.0975866,23.396057,72.605125,174.78764
84.0,55.0,38.0,6.9566827,26.87484,79.787254,173.10172
80.0,45.0,42.0,7.3803964,23.14265,74.9974,151.90355
76.0,54.0,45.0,6.176619,24.294966,77.62976,184.98006
76.0,56.0,39.0,6.5511303,24.394594,89.89107,197.12201
81.0,40.0,45.0,6.4277267,25.762943,80.76238,174.50719
76.0,44.0,45.0,6.7409477,25.487968,84.48236,168.78488
69.0,47.0,40.0,6.1301365,25.371227,76.240364,183.82707
82.0,40.0,45.0,6.6676335,26.213127,81.704765,180.12378
69.0,57.0,35.0,6.1868143,24.307486,78.54341,186.23376
81.0,36.0,38.0,6.334838,23.765547,87.9833,150.31662
67.0,60.0,38.0,7.1621428,24.79853,78.53037,162.28474
72.0,51.0,40.0,7.4223185,23.206835,74.09957,199.47668
65.0,39.0,45.0,6.768001,23.668055,70.89001,184.46333
78.0,50.0,43.0,6.3484416,25.124176,85.7253,159.57181
77.0,52.0,41.0,6.097294,23.89069,83.46409,167.72307
89.0,52.0,42.0,6.141329,23.094337,81.45139,196.6587
62.0,49.0,37.0,7.479248,24.217445,82.852844,166.13658
90.0,48.0,45.0,6.509175,24.064756,71.31343,153.63902
66.0,47.0,36.0,6.5725613,24.854414,74.440704,175.57295
80.0,52.0,39.0,7.1656966,26.419151,76.85691,197.21017
89.0,52.0,45.0,7.207457,24.893263,77.01222,196.46999
77.0,51.0,44.0,7.1243334,23.255835,82.70159,166.21608
94.0,37.0,41.0,6.4635386,24.763453,87.060715,179.16309
75.0,41.0,35.0,6.856833,24.970427,78.626976,166.64153
60.0,55.0,36.0,7.132389,26.127972,80.49173,150.63269
62.0,56.0,35.0,6.2353578,25.978258,81.6577,163.34882
84.0,40.0,42.0,6.7042737,26.283056,73.357635,186.68983
100.0,56.0,40.0,7.4333134,26.389053,83.3124,176.15164
75.0,56.0,44.0,6.109478,25.274633,73.74596,168.04323
78.0,46.0,42.0,7.095413,23.094995,78.459595,155.38515
82.0,48.0,36.0,6.352077,25.79352,81.76904,193.24184
100.0,58.0,41.0,6.65877,23.174034,87.88255,160.62173
88.0,50.0,40.0,7.0518227,25.63215,79.95151,182.25822
67.0,41.0,40.0,7.333143,25.848795,87.81662,152.61945
72.0,42.0,43.0,6.352771,26.567673,80.90424,181.29156
89.0,40.0,43.0,7.12405,26.245321,72.971985,189.97112
89.0,57.0,43.0,6.9987874,26.91515,73.198975,177.22331
61.0,41.0,44.0,6.5379148,24.369724,82.1132,159.9211
79.0,45.0,43.0,7.1710544,25.719013,79.15533,187.17354
84.0,40.0,43.0,7.228268,25.011576,88.3313,169.4168
98.0,43.0,35.0,7.319952,25.40786,76.44048,188.63728
75.0,36.0,44.0,6.6133413,23.28081,74.27608,153.74474
89.0,58.0,35.0,6.096839,23.986517,82.09053,167.05765
91.0,41.0,37.0,6.1325707,24.485565,83.2063,192.23163
77.0,48.0,36.0,7.360085,25.86705,84.09985,154.83908
66.0,58.0,35.0,7.321619,23.564383,79.46283,185.25948
62.0,59.0,41.0,7.1751704,24.224876,74.89465,192.49312
82.0,35.0,35.0,7.299076,25.493868,86.97061,176.52682
61.0,41.0,35.0,6.8429666,24.971786,79.47558,195.75716
99.0,57.0,38.0,6.3562956,24.80625,82.09282,156.36162
70.0,42.0,43.0,6.5083427,23.16815,76.66725,157.1215
90.0,59.0,35.0,7.098228,24.251335,89.86454,175.17421
73.0,43.0,42.0,6.3107,26.58361,78.00775,154.82388
67.0,46.0,44.0,7.0933285,26.824892,78.203926,153.91998
84.0,37.0,42.0,6.6910744,25.496748,81.13449,169.92882
72.0,41.0,36.0,6.187747,24.098743,80.572266,176.86041
71.0,56.0,37.0,6.491506,23.188667,86.209,176.10368
64.0,53.0,38.0,6.855363,26.243475,78.510635,183.40652
65.0,54.0,39.0,7.124572,23.750916,71.14783,160.08896
60.0,58.0,37.0,6.067302,26.138716,79.1189,171.48926
86.0,39.0,43.0,6.4320517,26.145767,71.23691,193.10075
90.0,50.0,44.0,6.253409,26.916437,73.48656,171.47163
91.0,38.0,36.0,7.2873187,26.523296,77.17332,157.85486
87.0,48.0,38.0,7.1618657,23.815796,80.94024,190.31221
72.0,41.0,36.0,6.0658984,26.508387,86.84264,152.98016
71.0,54.0,35.0,7.311077,26.639524,70.95706,199.33557
82.0,46.0,41.0,6.5816936,23.325012,79.7961,187.30962
71.0,52.0,43.0,6.732826,26.475496,73.96165,180.25136
80.0,43.0,43.0,6.014572,23.78756,74.36794,172.64427
77.0,55.0,43.0,6.6635594,25.499416,75.99988,193.71419
95.0,57.0,41.0,6.434611,23.249256,73.653465,184.76749
63.0,47.0,35.0,7.4327683,26.985823,89.05588,193.87787
93.0,43.0,38.0,6.987333,23.614754,86.14291,150.23552
87.0,44.0,43.0,6.718725,23.874846,86.79261,177.51472
88.0,52.0,39.0,6.8802047,23.928879,88.07112,154.66087
90.0,39.0,37.0,6.861069,24.814413,81.68689,190.78864
90.0,39.0,43.0,6.7693453,24.44744,82.28648,190.96849
84.0,38.0,43.0,7.261581,26.574217,73.81995,159.32231
91.0,21.0,26.0,7.261314,26.33378,57.3647,191.65494
107.0,21.0,26.0,7.23507,26.452885,55.322227,144.68613
83.0,38.0,35.0,7.1891556,25.708227,52.886673,136.73251
108.0,24.0,31.0,6.4318995,24.128325,56.181076,147.27579
116.0,28.0,34.0,6.423211,23.443724,60.395233,122.21033
116.0,23.0,25.0,6.86972,23.41237,52.269947,139.36708
109.0,31.0,27.0,6.9738398,23.059519,50.406094,164.4972
89.0,25.0,34.0,7.1848016,23.078955,63.658615,129.87654
118.0,18.0,32.0,6.351824,27.64961,51.11044,122.83928
111.0,32.0,34.0,6.392048,25.467438,69.35161,171.37645
84.0,36.0,28.0,6.119892,26.735062,55.551647,140.63052
85.0,33.0,25.0,6.910824,26.208115,52.50988,189.09448
99.0,15.0,27.0,6.5011573,27.042418,57.279274,165.68721
81.0,30.0,31.0,7.0275855,24.650902,51.93952,135.13866
95.0,39.0,29.0,7.1341143,27.351526,55.99375,148.98125
81.0,34.0,30.0,6.647766,25.177877,62.262447,135.01196
80.0,15.0,28.0,6.7032704,23.114388,68.00096,161.89445
104.0,20.0,26.0,7.493192,27.227837,52.952618,175.72603
109.0,29.0,28.0,6.7246885,23.26317,60.516003,194.17555
100.0,32.0,26.0,6.0434856,25.234661,57.531616,124.22617
100.0,24.0,28.0,7.101661,25.595352,57.72921,195.77333
83.0,21.0,28.0,7.466901,25.567484,60.492447,190.22578
120.0,23.0,28.0,6.877799,25.673243,51.290436,196.27364
104.0,26.0,30.0,6.4109926,24.407267,62.656925,148.69774
108.0,33.0,31.0,7.3938255,23.692871,66.7609,144.65764
91.0,25.0,26.0,7.4824142,24.5346,66.99765,180.50592
86.0,26.0,27.0,6.081173,27.131405,52.893684,192.42804
98.0,18.0,27.0,6.516312,27.560886,68.493,167.4358
111.0,27.0,31.0,6.043331,23.593023,55.27565,191.39807
84.0,39.0,35.0,6.959404,23.177143,52.13864,117.311356
98.0,27.0,27.0,7.2381096,24.71384,51.291424,197.64397
118.0,21.0,34.0,7.234258,24.385347,64.72543,119.63241
103.0,27.0,31.0,6.691541,27.159985,51.591007,126.175224
82.0,24.0,33.0,6.8095937,26.53543,67.096085,120.649445
86.0,31.0,35.0,6.4857616,27.012074,60.766453,191.4509
88.0,35.0,35.0,6.7844605,27.559065,58.457428,117.939
84.0,27.0,29.0,7.167093,23.322931,53.003662,168.26443
120.0,40.0,33.0,6.7341056,24.238506,54.303295,115.1564
106.0,40.0,30.0,6.7799845,23.426117,64.106514,122.68474
113.0,21.0,33.0,7.277423,26.022415,55.83289,176.9021
117.0,34.0,25.0,7.2127004,24.83846,56.76853,124.413506
80.0,30.0,25.0,7.487267,26.240921,65.643814,148.37712
88.0,21.0,27.0,7.2311664,24.430119,66.02411,181.63683
113.0,33.0,34.0,6.5598173,26.00374,62.14451,153.47778
87.0,23.0,28.0,6.9795904,26.223675,62.265945,193.7462
113.0,15.0,29.0,6.77923,27.096172,63.55324,190.24405
98.0,29.0,30.0,6.217974,25.640043,61.032734,199.47356
