N,P,K,ph,temperature,humidity,rainfall,N_P_ratio,N_K_ratio,P_K_ratio,soil_health_score,zinc_deficiency,iron_deficiency,boron_deficiency,multiple_deficiency,any_deficiency,temperature_stress,moisture_stress
32.0,73.0,81.0,5.9889927,20.450787,15.403121,92.68374,0.43243244,0.3902439,0.8902439,0.578,0,0,0,0,0,0,1
58.0,70.0,84.0,6.231049,20.65432,16.608208,74.66311,0.8169014,0.68235296,0.8235294,0.678,0,0,0,0,0,0,1
59.0,70.0,84.0,7.5508084,17.334867,18.74927,82.61735,0.8309859,0.69411767,0.8235294,0.612,1,0,0,0,1,0,1
42.0,62.0,75.0,7.0105705,18.179123,18.90427,81.849976,0.6666667,0.55263156,0.81578946,0.646,1,0,0,0,1,0,1
28.0,74.0,81.0,8.753796,18.012722,18.30968,81.98569,0.37333333,0.34146342,0.902439,0.469,1,0,0,1,1,0,1
58.0,66.0,79.0,8.718193,20.993736,19.334703,93.5528,0.86567163,0.725,0.825,0.507,1,0,0,1,1,0,1
43.0,66.0,79.0,7.976608,19.46234,15.2253895,74.58565,0.64179105,0.5375,0.825,0.55,1,0,0,0,1,0,1
58.0,63.0,81.0,6.5154996,19.813446,15.0,78.96515,0.90625,0.70731705,0.76829267,0.674,0,0,0,0,0,0,1
23.0,62.0,85.0,8.490128,18.974247,19.51612,80.71088,0.36507937,0.26744187,0.7209302,0.49,1,0,0,0,1,0,1
27.0,62.0,77.0,6.5764155,18.19737,15.0,70.181854,0.42857143,0.34615386,0.7948718,0.63,0,0,0,0,0,0,1
28.0,72.0,84.0,6.481783,18.729631,19.181973,71.5801,0.38356164,0.32941177,0.84705883,0.64,0,0,0,0,0,0,1
50.0,56.0,76.0,7.966605,20.995022,19.86013,73.50734,0.877193,0.64935064,0.72727275,0.556,1,0,0,0,1,0,1
39.0,71.0,84.0,8.140825,20.281559,16.395351,82.5234,0.5416667,0.45882353,0.8352941,0.538,1,0,0,0,1,0,1
25.0,78.0,76.0,7.2289634,17.480427,15.75594,66.9698,0.3164557,0.32467532,1.012987,0.626,1,0,0,0,1,0,1
31.0,70.0,77.0,6.492546,20.888187,15.0,90.46228,0.43661973,0.3974359,0.8974359,0.635,0,0,0,0,0,0,1
26.0,80.0,83.0,7.5285997,17.084986,16.145658,71.310074,0.32098764,0.30952382,0.95238096,0.571,1,0,0,0,1,0,1
25.0,68.0,77.0,7.7014465,20.093407,15.112796,85.74905,0.36231884,0.32051283,0.8717949,0.548,1,0,0,0,1,0,1
31.0,78.0,76.0,8.519976,17.57212,15.0,89.31051,0.39240506,0.4025974,1.012987,0.486,1,0,0,1,1,0,1
60.0,68.0,83.0,6.6209006,19.120651,18.43476,85.5295,0.8695652,0.71428573,0.8095238,0.679,0,0,0,0,0,0,1
59.0,62.0,83.0,8.104396,18.576658,19.220083,72.9494,0.93650794,0.70238096,0.7380952,0.565,1,0,0,0,1,0,1
22.0,67.0,78.0,6.204091,17.166063,15.0,72.326675,0.32352942,0.278481,0.84810126,0.625,0,0,0,0,0,0,1
36.0,65.0,80.0,6.051091,18.2872,16.679216,74.87446,0.54545456,0.44444445,0.80246913,0.645,0,0,0,0,0,0,1
59.0,60.0,84.0,7.6909623,19.030252,18.667255,94.70992,0.9672131,0.69411767,0.7058824,0.6,1,0,0,0,1,0,1
54.0,77.0,85.0,7.829211,17.141861,17.066242,83.74606,0.6923077,0.627907,0.89534885,0.584,1,0,0,0,1,0,1
43.0,68.0,81.0,6.7615995,17.478094,17.932539,78.9206,0.6231884,0.5243902,0.8292683,0.655,0,0,0,0,0,0,1
28.0,76.0,82.0,6.654425,20.56602,15.0,83.75937,0.36363637,0.33734939,0.91566265,0.638,0,0,0,0,0,0,1
42.0,79.0,85.0,6.129534,17.223852,15.820693,76.57581,0.525,0.4883721,0.9186047,0.659,0,0,0,0,0,0,1
32.0,60.0,83.0,8.829273,19.691418,19.442255,91.76072,0.52459013,0.3809524,0.71428573,0.47,1,0,0,1,1,0,1
22.0,78.0,76.0,8.621663,17.848516,19.091728,76.32471,0.278481,0.2857143,1.012987,0.467,1,0,0,1,1,0,1
31.0,79.0,75.0,8.204862,18.820225,16.10748,89.73119,0.3875,0.40789473,1.0394737,0.511,1,0,0,0,1,0,1
28.0,58.0,81.0,6.1804276,17.47501,16.543148,93.35034,0.47457626,0.34146342,0.70731705,0.636,0,0,0,0,0,0,1
57.0,58.0,77.0,7.9789968,18.726494,17.584064,81.20177,0.9661017,0.7307692,0.74358976,0.565,1,0,0,0,1,0,1
49.0,55.0,78.0,7.863114,18.655802,16.177727,81.707695,0.875,0.62025315,0.6962025,0.566,1,0,0,0,1,0,1
46.0,76.0,77.0,6.967843,18.235676,19.685385,83.748795,0.5974026,0.5897436,0.974359,0.654,0,0,0,0,0,0,1
54.0,61.0,77.0,6.206582,18.811981,15.216183,77.542946,0.87096775,0.6923077,0.78205127,0.664,0,0,0,0,0,0,1
38.0,60.0,76.0,8.868741,18.650541,17.808525,77.927986,0.6229508,0.4935065,0.77922076,0.466,1,0,0,1,1,0,1
59.0,55.0,79.0,8.766129,20.367205,16.895742,82.254555,1.0535715,0.7375,0.6875,0.504,1,0,0,1,1,0,1
36.0,76.0,75.0,8.736338,18.381203,16.638052,70.52057,0.46753246,0.47368422,1.0,0.473,1,0,0,1,1,0,1
57.0,68.0,81.0,8.081096,17.170126,17.304577,72.78624,0.82608694,0.69512194,0.8292683,0.562,1,0,0,0,1,0,1
35.0,66.0,81.0,6.138244,19.371012,15.774581,85.2482,0.52238804,0.42682928,0.80487806,0.645,0,0,0,0,0,0,1
35.0,64.0,78.0,7.4966455,17.92846,15.0,85.37379,0.53846157,0.443038,0.8101266,0.641,1,0,0,0,1,0,1
52.0,60.0,79.0,8.380185,19.4534,18.234907,75.63176,0.852459,0.65,0.75,0.528,1,0,0,0,1,0,1
27.0,76.0,83.0,6.289614,19.128294,15.0,89.618576,0.35064936,0.32142857,0.9047619,0.638,0,0,0,0,0,0,1
57.0,60.0,84.0,6.586777,19.103428,17.261845,75.49101,0.93442625,0.67058825,0.7058824,0.676,0,0,0,0,0,0,1
52.0,68.0,78.0,6.896552,17.48504,16.960707,86.05078,0.7536232,0.65822786,0.8607595,0.662,0,0,0,0,0,0,1
43.0,79.0,79.0,7.8067474,19.407518,18.980305,80.25065,0.5375,0.5375,0.9875,0.564,1,0,0,0,1,0,1
44.0,74.0,85.0,7.1506815,20.186495,19.6372,78.2604,0.58666664,0.5116279,0.8604651,0.661,1,0,0,0,1,0,1
24.0,55.0,78.0,6.6491957,17.30288,15.154059,75.5779,0.42857143,0.30379745,0.6962025,0.628,0,0,0,0,0,0,1
29.0,77.0,75.0,7.7785916,17.50361,15.480831,72.944664,0.37179488,0.38157895,1.0131578,0.544,1,0,0,0,1,0,1
20.0,60.0,78.0,6.3587403,18.17235,15.0,90.77607,0.32786885,0.25316456,0.75949365,0.622,0,0,0,0,0,0,1
56.0,67.0,78.0,8.255451,17.574455,16.718266,77.81892,0.8235294,0.70886075,0.84810126,0.542,1,0,0,0,1,0,1
37.0,66.0,85.0,6.4561486,20.931753,18.912954,78.06911,0.5522388,0.43023255,0.76744187,0.652,0,0,0,0,0,0,1
49.0,71.0,76.0,6.613072,19.710983,17.638794,85.579254,0.6805556,0.6363636,0.9220779,0.656,0,0,0,0,0,0,1
59.0,69.0,80.0,8.1653595,19.079376,17.86755,69.40619,0.8428571,0.72839504,0.8518519,0.556,1,0,0,0,1,0,1
20.0,79.0,77.0,7.6486745,18.549887,16.025427,76.32565,0.25,0.25641027,1.0128205,0.546,1,0,0,0,1,0,1
24.0,56.0,85.0,6.5458884,18.199036,17.413332,80.64054,0.42105263,0.27906978,0.6511628,0.636,0,0,0,0,0,0,1
51.0,72.0,75.0,7.1042247,18.888525,15.0,80.111336,0.69863015,0.67105263,0.94736844,0.658,1,0,0,0,1,0,1
57.0,73.0,85.0,7.3580995,18.493113,15.0,91.94595,0.7702703,0.6627907,0.8488372,0.678,1,0,0,0,1,0,1
22.0,64.0,82.0,6.4740243,19.489744,17.172604,87.51313,0.33846155,0.26506025,0.7710843,0.63,0,0,0,0,0,0,1
52.0,73.0,79.0,7.840339,17.257694,18.74944,94.00287,0.7027027,0.65,0.9125,0.573,1,0,0,0,1,0,1
29.0,75.0,75.0,7.0647902,19.624163,18.714832,88.45857,0.38157895,0.38157895,0.9868421,0.63,1,0,0,0,1,0,1
44.0,59.0,78.0,7.5990334,20.675264,19.85389,84.78344,0.73333335,0.556962,0.7468355,0.582,1,0,0,0,1,0,1
41.0,69.0,82.0,6.715587,20.023815,16.632944,68.978065,0.5857143,0.4939759,0.8313253,0.654,0,0,0,0,0,0,1
52.0,56.0,85.0,6.8171244,20.118744,15.0,88.68169,0.9122807,0.60465115,0.6511628,0.671,0,0,0,0,0,0,1
34.0,76.0,80.0,7.9854174,20.656918,15.845726,65.23811,0.44155845,0.41975307,0.9382716,0.54,1,0,0,0,1,0,1
42.0,74.0,83.0,7.5452585,19.258255,15.0,65.78042,0.56,0.5,0.88095236,0.59,1,0,0,0,1,0,1
34.0,71.0,79.0,7.728998,17.927807,15.856229,74.638725,0.4722222,0.425,0.8875,0.56,1,0,0,0,1,0,1
27.0,73.0,79.0,7.3549733,19.162882,15.835007,82.69767,0.36486486,0.3375,0.9125,0.632,1,0,0,0,1,0,1
30.0,70.0,79.0,7.3131223,20.269423,19.96979,69.64449,0.4225352,0.375,0.875,0.636,1,0,0,0,1,0,1
57.0,57.0,75.0,7.785039,17.091042,18.251421,87.27445,0.98275864,0.75,0.75,0.579,1,0,0,0,1,0,1
27.0,79.0,82.0,6.307005,17.065792,17.540241,70.871506,0.3375,0.3253012,0.9518072,0.636,0,0,0,0,0,0,1
32.0,71.0,85.0,6.403982,20.627674,15.0,92.0663,0.44444445,0.37209302,0.8255814,0.646,0,0,0,0,0,0,1
31.0,76.0,82.0,7.59928,20.824844,17.85057,79.20509,0.4025974,0.37349397,0.91566265,0.57,1,0,0,0,1,0,1
33.0,75.0,84.0,7.2170186,19.462105,18.72832,68.81405,0.43421054,0.3882353,0.88235295,0.646,1,0,0,0,1,0,1
47.0,80.0,77.0,7.561108,17.182484,16.428919,72.850174,0.5802469,0.6025641,1.0256411,0.587,1,0,0,0,1,0,1
54.0,62.0,80.0,7.489545,17.489117,16.390554,79.45758,0.85714287,0.6666667,0.7654321,0.668,1,0,0,0,1,0,1
47.0,79.0,78.0,6.609697,17.483953,15.0,65.113655,0.5875,0.5949367,1.0,0.656,0,0,0,0,0,0,1
35.0,57.0,83.0,7.476801,19.483168,17.445347,80.49863,0.6034483,0.41666666,0.6785714,0.648,1,0,0,0,1,0,1
53.0,73.0,77.0,7.3254514,19.713598,18.096657,73.64477,0.7162162,0.67948717,0.9358974,0.662,1,0,0,0,1,0,1
45.0,61.0,78.0,6.4893894,19.486492,16.0624,81.52843,0.7258065,0.56962025,0.7721519,0.654,0,0,0,0,0,0,1
37.0,78.0,79.0,7.7863665,19.952648,15.0,88.68103,0.46835443,0.4625,0.975,0.559,1,0,0,0,1,0,1
30.0,75.0,81.0,6.4084377,19.417898,16.804722,68.49512,0.39473686,0.36585367,0.91463417,0.639,0,0,0,0,0,0,1
37.0,55.0,82.0,8.423874,19.45592,18.02236,78.449104,0.66071427,0.44578314,0.6626506,0.509,1,0,0,0,1,0,1
53.0,65.0,76.0,8.719961,20.191378,16.419983,77.33795,0.8030303,0.6883117,0.84415585,0.497,1,0,0,1,1,0,1
22.0,60.0,85.0,7.811998,18.83929,15.0,94.7819,0.36065573,0.25581396,0.6976744,0.545,1,0,0,0,1,0,1
60.0,61.0,78.0,6.317153,20.712193,19.836433,94.0366,0.9677419,0.75949365,0.7721519,0.672,0,0,0,0,0,0,1
42.0,67.0,77.0,7.114405,18.994244,15.936294,78.697075,0.61764705,0.53846157,0.85897434,0.649,1,0,0,0,1,0,1
39.0,76.0,76.0,8.1359005,19.968374,15.573244,69.15759,0.5064935,0.5064935,0.987013,0.528,1,0,0,0,1,0,1
35.0,63.0,76.0,7.714153,17.815645,17.607567,90.82098,0.546875,0.45454547,0.8181818,0.558,1,0,0,0,1,0,1
30.0,65.0,82.0,7.103798,20.714243,15.27824,76.778885,0.45454547,0.36144578,0.78313255,0.64,1,0,0,0,1,0,1
57.0,56.0,78.0,8.86148,17.341503,18.756262,67.954544,1.0,0.721519,0.70886075,0.493,1,0,0,1,1,0,1
48.0,65.0,78.0,7.8611283,17.437326,15.0,73.09267,0.72727275,0.6075949,0.8227848,0.565,1,0,0,0,1,0,1
36.0,56.0,83.0,7.452671,18.897802,19.76183,69.09512,0.6315789,0.42857143,0.6666667,0.649,1,0,0,0,1,0,1
40.0,58.0,75.0,7.168096,18.591908,15.0,89.609825,0.6779661,0.5263158,0.7631579,0.644,1,0,0,0,1,0,1
49.0,69.0,82.0,7.2631187,18.315615,15.361436,81.7871,0.7,0.5903614,0.8313253,0.664,1,0,0,0,1,0,1
13.0,60.0,25.0,5.6859717,17.136929,20.595417,128.25687,0.21311475,0.5,2.3076923,0.459,0,0,0,0,0,0,1
25.0,70.0,16.0,5.759237,19.634743,18.907057,106.35982,0.35211268,1.4705882,4.117647,0.469,0,0,0,0,0,0,1
31.0,55.0,22.0,5.873172,22.913502,21.33953,109.225555,0.5535714,1.3478261,2.3913043,0.493,0,0,0,0,0,0,1
40.0,64.0,16.0,5.9266768,16.433403,24.24046,140.37178,0.61538464,2.3529413,3.764706,0.501,0,0,0,0,0,0,1
2.0,61.0,20.0,5.9556165,22.139746,23.02251,76.64128,0.032258064,0.0952381,2.9047618,0.461,0,0,0,0,0,0,1
26.0,65.0,22.0,5.9499493,17.848066,18.77622,143.09842,0.3939394,1.1304348,2.826087,0.493,0,0,0,0,0,0,1
17.0,57.0,21.0,5.789214,19.88394,20.315641,60.919746,0.29310346,0.77272725,2.590909,0.467,0,0,0,0,0,0,1
26.0,80.0,18.0,5.5810213,19.325096,23.333479,104.7784,0.32098764,1.3684211,4.2105265,0.458,0,0,0,0,0,0,1
17.0,59.0,17.0,5.689858,18.4167,23.428299,132.9801,0.28333333,0.9444444,3.2777777,0.454,0,0,0,0,0,0,1
27.0,59.0,22.0,5.7941585,21.811676,23.205912,130.0608,0.45,1.173913,2.5652175,0.482,0,0,0,0,0,0,1
28.0,58.0,24.0,5.7481904,19.727026,18.28173,143.76309,0.47457626,1.12,2.32,0.482,0,0,0,0,0,0,1
25.0,57.0,19.0,5.566523,17.15433,19.870707,87.9967,0.43103448,1.25,2.85,0.456,0,0,0,0,0,0,1
28.0,80.0,17.0,5.8094196,19.622078,18.67171,144.15674,0.34567901,1.5555556,4.4444447,0.478,0,0,0,0,0,0,1
25.0,60.0,22.0,5.887263,21.63149,21.179197,134.36499,0.40983605,1.0869565,2.6086957,0.487,0,0,0,0,0,0,1
12.0,78.0,23.0,5.9981246,16.065228,18.724796,88.06639,0.15189873,0.5,3.25,0.481,0,0,0,0,0,0,1
6.0,77.0,25.0,5.7927446,20.611622,24.363142,69.638336,0.07692308,0.23076923,2.9615386,0.459,0,0,0,0,0,0,1
22.0,79.0,17.0,5.91229,21.424511,20.396597,116.52069,0.275,1.2222222,4.388889,0.479,0,0,0,0,0,0,1
27.0,80.0,15.0,5.788387,19.070961,21.210922,86.21918,0.33333334,1.6875,5.0,0.472,0,0,0,0,0,0,1
10.0,55.0,23.0,5.728233,21.188532,19.634386,137.19487,0.17857143,0.41666666,2.2916667,0.456,0,0,0,0,0,0,1
23.0,65.0,20.0,5.83394,23.04291,22.42611,108.36843,0.34848484,1.0952381,3.0952382,0.477,0,0,0,0,0,0,1
19.0,78.0,16.0,5.967533,20.653759,23.105387,67.71769,0.24050634,1.117647,4.5882354,0.479,0,0,0,0,0,0,1
19.0,65.0,25.0,5.6250963,18.09551,18.293184,144.79024,0.28787878,0.7307692,2.5,0.461,0,0,0,0,0,0,1
22.0,70.0,19.0,5.515615,18.237757,21.076433,69.44952,0.30985916,1.1,3.5,0.448,0,0,0,0,0,0,1
37.0,64.0,22.0,5.954665,17.481897,18.825197,121.94014,0.5692308,1.6086956,2.7826087,0.507,0,0,0,0,0,0,1
11.0,71.0,17.0,5.7464476,19.919178,21.473242,82.68555,0.15277778,0.6111111,3.9444444,0.451,0,0,0,0,0,0,1
18.0,79.0,20.0,5.8773475,20.275146,23.235361,139.75215,0.225,0.85714287,3.7619047,0.475,0,0,0,0,0,0,1
21.0,63.0,17.0,5.979974,15.773702,19.230316,108.34414,0.328125,1.1666666,3.5,0.483,0,0,0,0,0,0,1
24.0,80.0,22.0,5.635994,16.711706,19.176514,96.77286,0.2962963,1.0434783,3.4782608,0.465,0,0,0,0,0,0,1
34.0,60.0,22.0,5.635232,17.661482,18.153027,100.67117,0.55737704,1.4782609,2.6086957,0.477,0,0,0,0,0,0,1
16.0,75.0,21.0,5.6792245,18.506927,23.616701,87.05133,0.21052632,0.72727275,3.409091,0.457,0,0,0,0,0,0,1
17.0,77.0,23.0,5.670063,24.513248,20.815277,64.19498,0.21794872,0.7083333,3.2083333,0.46,0,0,0,0,0,0,1
37.0,72.0,18.0,5.724242,18.87615,24.540382,105.41205,0.5068493,1.9473684,3.7894738,0.483,0,0,0,0,0,0,1
40.0,73.0,20.0,5.811314,21.59343,20.318712,61.13872,0.5405405,1.9047619,3.4761906,0.497,0,0,0,0,0,0,1
9.0,77.0,17.0,5.7834253,20.123734,24.452026,106.1582,0.115384616,0.5,4.2777777,0.452,0,0,0,0,0,0,1
1.0,62.0,23.0,5.6078086,15.435461,18.374779,139.0302,0.015873017,0.041666668,2.5833333,0.435,0,0,0,0,0,0,1
33.0,59.0,22.0,5.9469995,22.642368,21.593962,122.3886,0.55,1.4347826,2.5652175,0.502,0,0,0,0,0,0,1
23.0,59.0,19.0,5.852047,21.985607,24.873049,129.56506,0.38333333,1.15,2.95,0.478,0,0,0,0,0,0,1
6.0,62.0,22.0,5.824091,20.530527,18.092241,120.45093,0.0952381,0.26086956,2.6956522,0.458,0,0,0,0,0,0,1
25.0,63.0,20.0,5.5029993,15.786014,21.145441,95.17028,0.390625,1.1904762,3.0,0.452,0,0,0,0,0,0,1
7.0,79.0,23.0,5.82165,19.636536,19.687511,96.65889,0.0875,0.29166666,3.2916667,0.46,0,0,0,0,0,0,1
8.0,72.0,17.0,5.711439,20.573412,19.752022,87.87869,0.10958904,0.44444445,4.0,0.445,0,0,0,0,0,0,1
27.0,64.0,15.0,5.5149274,20.160805,24.842075,138.2362,0.41538462,1.6875,4.0,0.45,0,0,0,0,0,0,1
28.0,66.0,23.0,5.996161,21.539892,24.253862,120.69131,0.41791046,1.1666666,2.75,0.501,0,0,0,0,0,0,1
32.0,57.0,18.0,5.6954226,15.538348,23.755602,107.385056,0.55172414,1.6842105,3.0,0.475,0,0,0,0,0,0,1
27.0,56.0,22.0,5.833011,19.918531,20.700998,108.643456,0.47368422,1.173913,2.4347825,0.485,0,0,0,0,0,0,1
17.0,77.0,24.0,5.568457,20.769522,18.931469,109.01937,0.21794872,0.68,3.08,0.453,0,0,0,0,0,0,1
0.0,65.0,15.0,5.645436,23.461683,23.221977,95.84254,0.0,0.0,4.0625,0.427,0,0,0,0,0,0,1
13.0,72.0,21.0,5.8211946,24.321167,21.027868,60.275524,0.1780822,0.59090906,3.2727273,0.465,0,0,0,0,0,0,1
34.0,60.0,23.0,5.659255,20.12574,24.969698,100.04972,0.55737704,1.4166666,2.5,0.48,0,0,0,0,0,0,1
9.0,80.0,19.0,5.945466,21.806196,18.570866,125.09727,0.11111111,0.45,4.0,0.468,0,0,0,0,0,0,1
11.0,72.0,20.0,5.9511776,19.522263,24.926071,113.33402,0.15068494,0.52380955,3.4285715,0.472,0,0,0,0,0,0,1
3.0,67.0,24.0,5.52088,17.000677,19.907906,103.29264,0.04411765,0.12,2.68,0.431,0,0,0,0,0,0,1
35.0,69.0,23.0,5.57841,16.787914,24.968817,75.45328,0.5,1.4583334,2.875,0.475,0,0,0,0,0,0,1
3.0,77.0,25.0,5.6081653,24.849062,22.894646,62.21292,0.03846154,0.115384616,2.9615386,0.44,0,0,0,0,0,0,1
23.0,62.0,19.0,5.609435,16.517834,20.455559,98.77794,0.36507937,1.15,3.1,0.457,0,0,0,0,0,0,1
22.0,71.0,17.0,5.5092955,18.153002,19.38602,107.690796,0.30555555,1.2222222,3.9444444,0.445,0,0,0,0,0,0,1
31.0,79.0,25.0,5.9020333,23.188644,22.310455,63.382088,0.3875,1.1923077,3.0384614,0.499,0,0,0,0,0,0,1
34.0,59.0,18.0,5.7441177,23.380026,21.988794,87.66898,0.56666666,1.7894737,3.1052632,0.481,0,0,0,0,0,0,1
12.0,63.0,17.0,5.7171435,18.358923,19.377033,138.41476,0.1875,0.6666667,3.5,0.45,0,0,0,0,0,0,1
27.0,56.0,20.0,5.5426903,19.259754,20.51347,94.953354,0.47368422,1.2857143,2.6666667,0.458,0,0,0,0,0,0,1
7.0,63.0,24.0,5.858618,22.954582,24.035532,107.73154,0.109375,0.28,2.52,0.464,0,0,0,0,0,0,1
24.0,67.0,22.0,5.6188445,20.120043,22.898457,104.62521,0.3529412,1.0434783,2.9130435,0.463,0,0,0,0,0,0,1
11.0,71.0,24.0,5.6066203,21.140114,22.718235,141.60567,0.15277778,0.44,2.84,0.448,0,0,0,0,0,0,1
37.0,74.0,15.0,5.5821786,24.923601,18.225908,62.708916,0.49333334,2.3125,4.625,0.468,0,0,0,0,0,0,1
25.0,76.0,24.0,5.5650353,15.330426,24.915068,135.33156,0.32467532,1.0,3.04,0.463,0,0,0,0,0,0,1
34.0,66.0,17.0,5.8896146,18.810972,21.27833,125.084915,0.5074627,1.8888888,3.6666667,0.492,0,0,0,0,0,0,1
20.0,69.0,15.0,5.9341364,23.442606,22.77256,107.41373,0.2857143,1.25,4.3125,0.476,0,0,0,0,0,0,1
37.0,65.0,16.0,5.6835485,22.835203,18.972675,63.592766,0.56060606,2.1764705,3.8235295,0.477,0,0,0,0,0,0,1
18.0,74.0,15.0,5.708366,24.903582,22.275127,146.47272,0.24,1.125,4.625,0.454,0,0,0,0,0,0,1
4.0,67.0,25.0,5.9481645,23.787096,24.356794,119.64044,0.05882353,0.15384616,2.5769231,0.469,0,0,0,0,0,0,1
37.0,56.0,25.0,5.774755,22.055923,19.603792,126.72654,0.64912283,1.4230769,2.1538463,0.496,0,0,0,0,0,0,1
5.0,59.0,15.0,5.9722915,18.87493,20.182383,134.18117,0.083333336,0.3125,3.6875,0.46,0,0,0,0,0,0,1
11.0,61.0,21.0,5.5321007,18.623287,23.024103,135.3378,0.17741935,0.5,2.7727273,0.439,0,0,0,0,0,0,1
22.0,80.0,20.0,5.669561,23.008848,18.86881,100.118614,0.27160493,1.0476191,3.8095238,0.462,0,0,0,0,0,0,1
12.0,61.0,19.0,5.655727,19.331627,24.13995,68.512535,0.19354838,0.6,3.05,0.448,0,0,0,0,0,0,1
5.0,74.0,21.0,5.591704,16.244692,21.357939,66.970535,0.06666667,0.22727273,3.3636363,0.436,0,0,0,0,0,0,1
27.0,69.0,22.0,5.932323,17.916523,24.908146,69.14681,0.3857143,1.173913,3.0,0.493,0,0,0,0,0,0,1
31.0,75.0,18.0,5.8242083,15.467893,21.437807,88.88796,0.40789473,1.6315789,3.9473684,0.484,0,0,0,0,0,0,1
36.0,68.0,20.0,5.8644295,17.061045,23.772015,81.834206,0.5217391,1.7142857,3.2380953,0.496,0,0,0,0,0,0,1
5.0,65.0,16.0,5.8667445,21.32776,18.48523,109.101326,0.07575758,0.29411766,3.8235295,0.453,0,0,0,0,0,0,1
32.0,79.0,15.0,5.7061987,23.909101,20.746193,81.60211,0.4,2.0,4.9375,0.472,0,0,0,0,0,0,1
11.0,78.0,22.0,5.940547,23.897568,22.74379,112.661644,0.1392405,0.47826087,3.3913043,0.474,0,0,0,0,0,0,1
0.0,55.0,22.0,5.9167795,22.98667,20.579407,143.85849,0.0,0.0,2.3913043,0.458,0,0,0,0,0,0,1
14.0,59.0,15.0,5.7790904,21.351357,22.912449,146.45486,0.23333333,0.875,3.6875,0.455,0,0,0,0,0,0,1
29.0,68.0,23.0,5.82738,24.163845,19.279078,116.73243,0.42028984,1.2083334,2.8333333,0.488,0,0,0,0,0,0,1
32.0,68.0,19.0,5.514234,24.628351,18.183252,149.74411,0.46376812,1.6,3.4,0.461,0,0,0,0,0,0,1
17.0,64.0,17.0,5.662699,21.022133,24.938963,124.61185,0.26153848,0.9444444,3.5555556,0.452,0,0,0,0,0,0,1
13.0,69.0,19.0,5.863904,17.308445,20.01731,115.19924,0.18571429,0.65,3.45,0.466,0,0,0,0,0,0,1
14.0,67.0,22.0,5.62469,23.825768,24.75485,84.64143,0.20588236,0.6086956,2.9130435,0.451,0,0,0,0,0,0,1
9.0,69.0,20.0,5.591561,19.306072,23.963629,129.34494,0.12857144,0.42857143,3.2857144,0.44,0,0,0,0,0,0,1
20.0,73.0,22.0,5.9763126,16.037685,22.331959,130.39008,0.27027026,0.8695652,3.173913,0.488,0,0,0,0,0,0,1
40.0,78.0,20.0,5.669236,19.185728,20.833982,80.15293,0.5063291,1.9047619,3.7142856,0.485,0,0,0,0,0,0,1
27.0,72.0,23.0,5.9619346,19.928896,21.799921,64.026405,0.369863,1.125,3.0,0.497,0,0,0,0,0,0,1
14.0,67.0,15.0,5.690066,19.563765,24.673851,139.2921,0.20588236,0.875,4.1875,0.448,0,0,0,0,0,0,1
7.0,56.0,18.0,5.6983714,18.313576,24.329916,76.14154,0.12280702,0.36842105,2.9473684,0.444,0,0,0,0,0,0,1
27.0,65.0,18.0,5.5950317,20.109938,23.223238,73.36386,0.4090909,1.4210526,3.4210527,0.46,0,0,0,0,0,0,1
30.0,63.0,16.0,5.5259047,23.605066,21.905396,100.59787,0.46875,1.7647059,3.7058823,0.455,0,0,0,0,0,0,1
37.0,70.0,25.0,5.8194036,19.731369,24.894873,84.06354,0.52112675,1.4230769,2.6923077,0.5,0,0,0,0,0,0,1
27.0,63.0,19.0,5.562202,20.9341,21.1893,133.19144,0.421875,1.35,3.15,0.459,0,0,0,0,0,0,1
22.0,60.0,24.0,5.630665,18.782263,20.247683,104.25707,0.36065573,0.88,2.4,0.464,0,0,0,0,0,0,1
3.0,72.0,24.0,6.0316076,36.512684,57.92887,122.65397,0.04109589,0.12,2.88,0.534,0,0,0,0,0,1,0
40.0,59.0,23.0,5.2690845,36.891636,62.73178,163.72665,0.6666667,1.6666666,2.4583333,0.455,0,0,0,1,1,1,0
33.0,73.0,23.0,5.9857926,29.235405,59.389675,103.33018,0.44594595,1.375,3.0416667,0.506,0,0,0,0,0,0,0
27.0,57.0,24.0,6.0918627,27.335348,43.35796,142.33037,0.46551725,1.08,2.28,0.564,0,0,0,0,0,0,0
10.0,79.0,18.0,5.6247315,21.06437,55.46986,184.62267,0.125,0.5263158,4.1578946,0.441,0,0,0,0,0,0,0
30.0,75.0,25.0,6.4460917,30.332766,42.352497,149.29996,0.39473686,1.1538461,2.8846154,0.569,0,0,0,0,0,0,0
40.0,70.0,20.0,5.62349,31.801302,45.03186,147.03615,0.5633803,1.9047619,3.3333333,0.481,0,0,0,0,0,0,0
38.0,55.0,19.0,5.8646235,33.181843,38.231846,198.82988,0.6785714,1.9,2.75,0.497,0,0,0,0,0,0,1
35.0,58.0,20.0,5.7617025,29.385386,63.47742,90.05423,0.59322035,1.6666666,2.7619047,0.486,0,0,0,0,0,0,0
38.0,61.0,21.0,4.696519,30.27375,67.38681,127.77671,0.61290324,1.7272727,2.7727273,0.403,0,0,0,1,1,0,0
33.0,58.0,24.0,5.269504,35.457905,68.7581,108.63331,0.55932206,1.32,2.32,0.448,0,0,0,1,1,1,0
